COUNT,FILE,Licence holder,,,,,,LOCATION,,COORDINATES,,DISTRCIT,GRANT NUMBER,,,,,,,,Expected Annual rental ,Expected renewal fee,YEARS IN ARREAR,,,,,,,,,
Surface Water,WRA/1381,JTI Malawi,Kudziwe Village,NA,999975911,NA,"Box 40012, Lilongwe","Kudziwe Village, TA M'bwatalika",,564106,8447140,lilongwe,GL187/2021,5,12/6/2026,12/7/2021,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,JTI Malawi,Kamangadazi Village,NA,999975911,NA,"Box 40012, Lilongwe","Kamangadazi Village, TA Kabudula",,564106,8447140,lilongwe,GL181/2021,5,12/6/2026,12/7/2021,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Kasiya Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Kasiya Village, TA Khonongoni",,528202,8471223,lilongwe,GL258/2022,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Samu Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Samu Village, TA Khongani",,538104,8475260,Lilongwe,GL262/2022,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Mzukwa Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Mzukwa villae, TA Khongoni",,528109,8471223,Lilongwe,GL264/2022,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Chiwambo Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Chiwambo Village, TA Kalolo",,553214,3541468,Lilongwe,GL265/2022,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Bisa Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","BISA Village, TA Khosolo",,590206,8618242,Lilongwe,GL266/2022,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Bisa Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","BISA Village, TA Khosolo",,590207,8618942,Lilongwe,GL267/2022,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Nyundu Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Nyundu Village, TA Kabudula",,13.738125,33.519958,Lilongwe,GL657/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Kanyendule Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Kanyendule Village, TA M'bwatalika",,13.936654,33.540315,Lilongwe,GL652/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Chiphwanya Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Chiphwanya Village, TA Kalolo",,14.101628,33.423874,Lilongwe,GL651/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Mkomo Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Mkomo Village, TA Chadza",,14.095238,33.789745,Lilongwe,GL643/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Mphuzi Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Mphuzi Village, TA Masumbakhunda",,14.138208,33.58807,Lilongwe,GL644/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Yepa Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Yepa Village, TA Chitukula",,13.839947,33.743927,Lilongwe,GL648/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Nyundu Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Nyundu Village, TA Kabudula",,13.753607,33.475008,Lilongwe,GL647/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Mambala Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Mambala Village, TA Kabudula",,13.888467,33.460477,Lilongwe,GL646/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Chimate Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Chimate Village, TA Kabudula ",,13.847041,33.53313,Lilongwe,GL645/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Khombe Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Khombe Village, TA Chadza",,14.133813,33.743147,Lilongwe,GL641/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Mwenda Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Mwenda Village, TA Malili",,14.098619,33.568064,Lilongwe,GL640/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Manuel Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Manuel Village, TA Masumbakhunda",,14.194861,33.598791,Lilongwe,GL639/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Mkwinda Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Mkwinda Village, TA Chiseka",,14.177122,33.748458,Lilongwe,GL638/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Dzabwa Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Dzabwa Village, TA Masumbakhunda",,14.167003,33.646145,Lilongwe,GL637/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Mkungula Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Mkungula Village, TA Masumbakhumba",,14.151011,33.605607,Lilongwe,GL636/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Mangoola Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Mangoola Village, TA Chadza",,14.189252,33.858617,Lilongwe,GL635/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Selengo Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Selengo Village, TA Mazengera",,14.020779,34.002815,Lilongwe,GL627/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Nkoloweko Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Mkoloweko Village, TA Kalolo",,14.102392,33.421251,Lilongwe,GL650/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Stambo Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Stambo Village, TA Khongoni",,13.8333,33.34924,Lilongwe,GL649/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Daya Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Daya Village, TA Khongoni",,13.685953,33.367445,Lilongwe,GL653/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1381,Pyxus Agriculture Limited(Alliance one International),Yepa Village,NA,995186125,tchidzanja@pyxus.com,"Box 30522,Lilongwe","Yepa Village, TA Chitukula",,13.839947,33.743927,Lilongwe,GL648/2021,5,28/09/2027,29/09/2022,NWRA,10,Borehole,Domestic, -   , -   ,,,,,,,,,,
Surface Water,WRA/1382,Mount Meru Millers Ltd,Dowa,NA,NA,NA,Box 2253,Dowa,,NA,NA,Dowa,GL191/2021,5,18/03/2026,19/03/2021,NWRA,144,Borehole,Industry,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1383,BAPS Swaminarayan Mandir,"429 Kaning'ina, Mzuzu",NA,NA,Rasikmz@yahoo.com,"Box 320, Mzuzu",Mzuzu,,611879,8733374,Mzuzu,GL193/2021,5,18/03/2026,19/03/2021,NWRA,10,Borehole,Domestic,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1384,Makalani Irrigation Scheme,Makalani Village,NA,999680695,NA,"Box 12, Mponela","Makalani Village, TA Chakhaza",,583474,8518515,Dowa,GL 194/2021,5,18/03/2026,19/03/2021,NWRA,792.29,Borehole,Irrigation,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1385,Tigwirizane Irrigation Scheme,Kademba Village,NA,"993506283, 0993506283",NA,"Box 7, Mchinji","Kademba Village, TA Mkanda",,499357,8509702,Mchinji,GL 195/2021,5,18/03/2026,19/03/2021,NWRA,24,Borehole,Irrigation,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1386,Chisimbwi Irrigation Scheme,Kulanga Village,NA,999406245,NA,Box 59,"Kulanga Village, TA Ganga",,687381,8389721,Ntcheu,GL 196/2021,5,18/03/2026,19/03/2021,NWRA,280,Borehole,Irrigation,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1387,Goma Irrigation Scheme,Goma Village,NA,NA,NA,Box 17.Kasungu,"Goma Village, TA Mdunga",,589760,8566956,kasungu,GL 197/2021,5,18/03/2026,19/03/2021,NWRA,14.4,Borehole,Irrigation,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1388,Terrastone Ltd,Lunzu Quarry,NA,NA,NA,"Box 680, Blantyre","Kapeni Village, TA Kapeni",,717994,8266542,Lilongwe,GL 220/2021,5,18/03/2026,19/03/2021,NWRA,121,Borehole,Industry,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1388,Terrastone Ltd,Kautsii Quarry,NA,NA,NA,"Box 995, Lilongwe",Lilongwe,,594119,8440692,Lilongwe,GL 221/2021,5,18/03/2026,19/03/2021,NWRA,156.3,Borehole,Industry,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1388,Terrastone Ltd,Njuli Quarry,NA,NA,NA,"Box 995, Lilongwe",Lilongwe,,566784,8233552,Lilongwe,GL222/2021,5,18/03/2026,19/03/2021,NWRA,156,Borehole,Industry,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1389,Likanga Tea Estate(EPM),NA,NA,NA,NA,"Box 53, Mulanje",Mulanje,,776924,8219721,Mulanje,GL223/2021,5,18/03/2026,19/03/2021,NWRA,25.2,Borehole,Domestic,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1390,Phane Energy Renewables ,Limbe,NA,NA,nA,Box 212733,Limbe,,NA,NA,Nkhotakota,GL227/2021,5,18/03/2026,19/03/2021,NWRA,12,Borehole,"Irrigation, Domestic, Recreation","30,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1390,Phane Energy Renewables ,NA,NA,NA,nA,Box 5133,Limbe,,NA,NA,Nkhotakota,GL64/2018,5,18/03/2026,19/03/2021,NWRA,10,Borehole,Industries,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1391,Conduril Engenharia,NA,NA,NA,NA,NA,Chikwawa,,NA,NA,Chikwawa,GL332/2021,5,18/03/2026,19/03/2021,NWRA,10,Borehole,Domestic,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1392,Chambo Fisheries,Likomatima village,NA,"0992543693, 0212841444",CHAMBOFISHERIES@GMAIL.COM,"Box 5506, Blantyre","Likomatima Village, TA Machinjiri",,720478,8248005,Blantyre,GL230/2021,5,18/03/2026,19/03/2021,NWRA,24,Borehole,Fisheries,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1392,Chambo Fisheries,Likomatima village,NA,"0992543693, 0212841444",CHAMBOFISHERIES@GMAIL.COM,"Box 5506, Blantyre","Likomatima Village, TA Machinjiri",,720484,8248041,Blantyre,GL229/2021,5,18/03/2026,19/03/2021,NWRA,24,Borehole,Fisheries,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1392,Chambo Fisheries,Likomatima village,NA,"0992543693, 0212841444",CHAMBOFISHERIES@GMAIL.COM,"Box 5506, Blantyre","Likomatima Village, TA Machinjiri",,720481,8247893,Blantyre,GL231/2021,5,18/03/2026,19/03/2021,NWRA,24,Borehole,Fisheries,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1392,Chambo Fisheries,Likomatima village,NA,"0992543693, 0212841444",CHAMBOFISHERIES@GMAIL.COM,"Box 5506, Blantyre","Likomatima Village, TA Machinjiri",,720565,8249052,Blantyre,GL228/2021,5,18/03/2026,19/03/2021,NWRA,24,Borehole,Fisheries,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1392,Chambo Fisheries,Likomatima village,NA,"0992543693, 0212841444",CHAMBOFISHERIES@GMAIL.COM,"Box 5506, Blantyre","Likomatima Village, TA Machinjiri",,720446,8249434,Blantyre,GL233/2021,5,18/03/2026,19/03/2021,NWRA,24,Borehole,Fisheries,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1392,Chambo Fisheries,Likomatima village,NA,"0992543693, 0212841444",CHAMBOFISHERIES@GMAIL.COM,"Box 5506, Blantyre","Likomatima Village, TA Machinjiri",,720353,8249180,Blantyre,GL234/2021,5,18/03/2026,19/03/2021,NWRA,24,Borehole,Fisheries,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1392,Chambo Fisheries,Likomatima village,NA,"0992543693, 0212841444",CHAMBOFISHERIES@GMAIL.COM,"Box 5506, Blantyre","Likomatima Village, TA Machinjiri",,720481,8247893,Blantyre,GL232/2021,5,18/03/2026,19/03/2021,NWRA,24,Borehole,Fisheries,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1393,ARS Holdings,Area 4/451/276,NA,888509313,jkumar.ocean@hotmail.com,"Box 336, Lilongwe",Lilongwe,,583358,8454824,Lilongwe,GL237/2021,5,18/03/2026,19/03/2021,NWRA,5,Borehole,Construction,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1394,St Patricks Parish,Area 18 A,NA,"0888781499, 01796326",fdamaseke@gmail.com,"Box 30006,Lilongwe","Area 18, Chimutu",,NA,NA,Lilongwe,G238/2021,5,18/03/2026,19/03/2021,NWRA,5,Borehole,Domestic,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1395,Lusekelo Club See,Nyasaland,NA,991230943,see4africa@gmail.com,"Box 96, Karonga",Nyasaland,,NA,NA,Karonga,GL239/2021,5,18/03/2026,19/03/2021,NWRA,36.72,Borehole,Irrigation,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1396,Tuyere Club See,Shemu Village,NA,991230943,see4africa@gmail.com,"Box 96, Karonga","Shemu Village, TA Kyungu",,NA,NA,Karonga,GL 240/20215,5,18/03/2026,19/03/2021,NWRA,36.72,Borehole,Irrigation,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1397,Kaonge Club See,Nyasaland,NA,991230943,see4africa@gmail.com,"Box 96, Karonga",Nyasaland,,NA,NA,Karonga,GL 241/2021,5,18/03/2026,19/03/2021,NWRA,36.72,Borehole,Irrigation,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1398,Kolamatope Club See,Shemu Village,NA,991230943,see4africa@gmail.com,"Box 96, Karonga","Shemu Village, TA Kyungu",,NA,NA,Karonga,GL 242/2021,5,18/03/2026,19/03/2021,NWRA,36.72,Borehole,Irrigation,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1399,Blantyre Sports Club,NA,NA,"01821173, 0888696911",gm@blantyresportsclub.com,"Box 245, Blantyre",Blantyre,,NA,NA,Blantyre,GL243/2021,5,18/03/2026,19/03/2021,NWRA,5,Borehole,Irrigation,"10,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1400,Wisely Phiri,Area 13,Wisely Phiri,0999384404/01772320,wiselyap@gmail.com,"Box 30590, Lilongwe ",Lilongwe,,584855,8457318,Lilongwe,GL 244/2021,5,18/03/2026,19/03/2021,NWRA,20,Borehole,Irrigation,"20,000.00", -   ,NO,NO,NO,,,,,,,
Surface Water,WRA/1441,Mwalaoyera Water User Group,"Zuze, Kumtelera",NA,995414528,NA,"Box 60, Dedza",Kaphuka,,634450,8436211,Dedza,NA,NA,NA,NA,NWRA,14,Linthipe River,Irrigation,"10,000.00",,,,,,,,,,,
Surface Water,WRA/1463,Katundu House ,NA,NA,NA,NA,"Box 79, Likoma",Likoma,,686180,8663676,Likoma,SL 336/2021,5,29/6/2026,30/06/2021,NWRA,4,Lake Malawi,Irrigation,"10,000.00",,no,no,no,,,,,,,
Surface Water,WRA/1464,Pure Joy Estate and Civil Work LTD,"Katole Village, T/A Nankumba",Paul Guta,999839181,paul.guta@purejoyholdings.com,Box 3376,"Katole Village, T/A Nankumba",,697252,8429393,Mangochi,SL 337/2021,5,29/6/2026,30/06/2021,NWRA,571,Lake Malawi,Irrigation and fisheries,"20,000.00",,no,no,no,,,,,,,
Surface Water,WRA/1466,Mulanje Hydro LTD,Lujeri Tea Estate ,NA,0772434876/0996597868,iapm@nrezim.com or bj@mhlmalawi.com,"Box 133, Mulanje","Bondo, Chinambunambu ",,NA,NA,Mulanje,SL 61/2021,5,29/6/2026,30/06/2021,NWRA,"140,000.00",Lichenya River,Power generation,"84,315.00",,no,yes,yes,,,,,,,
Surface Water,WRA/1467,Virunga Power Holding ,"The Axis 2nd Floor, 26 Cybercity, Ebene 72201 Mauritius",Josiah Brand,27631725485,Josiah.Brand@virungapower.com,NA,Kabunduli ,,612948,8705740,Nkhata Bay,SL 2/2021,5,29/6/2026,30/06/2021,NWRA,"1,948,320.00",Lweya River,Power generation,"3,719,190.86",,no,no,no,,,,,,,
Surface Water,WRA/1468,MEGA LTD,Mulanje Mountain,Samuel Mambo,0999561881/0997133380,mambosamuel@rocketmail.com,"Box 230, Mulanje",Mulanje,,778251,8229145,Mulanje,SL4/2021,5,29/6/2026,30/06/2021,NWRA,"250,000.00",Lichenya River,Power generation,"15,056.25",,no,no,no,,,,,,,
Surface Water,WRA/1468,MEGA LTD,Mulanje Mountain,Samuel Mambo,0999561881/0997133380,mambosamuel@rocketmail.com,"Box 230, Mulanje",Mulanje,,778251,8229145,Mulanje,SL3/2021,5,29/6/2026,30/06/2021,NWRA,"230,000.00",Lichenya River,Power generation,"138,517.50",,no,no,no,,,,,,,
Surface Water,WRA/1469,Cedar Energy  LTD,NA,NA,NA,NA,Box 30636,Phalombe,,NA,NA,Phalombe,SL 6/2021,5,29/6/2026,30/06/2021,NWRA,"259,200.00",Muloza River,Power generation,"156,103.20",,no,no,no,,,,,,,
Surface Water,WRA/1497,National Herbarium and Batonic Gardens of Malawi (NHBG),Capital Hill,NA,NA,NA,"Box 528, Zomba",Capital Hill,,586298,8456105,Lilongwe,SL 341/2021,5,29/9/2026,30/09/2021,NWRA,605,Lilongwe River,Irrigation,"10,000.00",,NO,NO,NO,,,,,,,
Surface Water,WRA/1498,Chipofya Jenjera WUA,C/o District Irrigation Office,NA,NA,NA,"Box 229, Rumphi","Chikulamayembe, Rumphi",,582131,8799885,Rumphi,SL 342/2021,5,29/9/2026,30/09/2021,NWRA,21513,Lunyina River,Irrigation,"250,486.62",,NO,NO,NO,,,,,,,
Surface Water,WRA/1499,Marko Irrigation Scheme,Chitipa Irrigation Office,NA,NA,NA,"Box 12, Chitipa",Chitipa,,542422,8936573,Chitipa ,SL 343/2021,5,29/9/2026,30/09/2021,NWRA,216.6,Kaseghe River,Irrigation,"10,000.00",,NO,NO,NO,,,,,,,
Surface Water,NWRA/1500,Mzenga Irrigation Scheme,Chinyakula Village T/A Mzenga EPA,Chipolopolo Kaunda,991893357,,"C/O Mzenga Secondary School, PO Box 1026 Mzuzu",Chinyakula Village T/A Mzenga EPA,,613328,8705689,Nkhatabay,SL344/2021,5,29/9/2026,30/9/2021,NWRA,13478.4,Diversion from Lweya River,Irrigation,"156,935.75", N/A ,No,No,No,No,No,No,No,No,No,No
Surface Water,NWRA/1501,Mafinga Irrigation Scheme,Chisenga EPA,Dellings Chilongo,0887079384/ 0887079384,,"PO Box 12, Chitipa",,,540586,8705689,Chitipa,SL345/2021,5,29/9/2026,30/9/2021,NWRA,610.5,Mafinga Hills (River),Irrigation,"10,000.00", N/A ,No,No,No,No,No,No,No,No,No,No
Surface Water,NWRA/1502,Chisanje Organic Farm ,,,,,"PO Box 11, Chikwawa",,,694901,8226089,Chikwawa,SL346/2021,5,29/9/2026,30/9/2021,NWRA,"1,800",Shire River,Irrigation,"20,958.30", N/A ,No,No,No,No,No,No,No,No,No,No
Surface Water,NWRA/1515,Mswamphira Irrigation Scheme,Champhira,James Langa,,,"Box 13, Champhira",,,574147,8633764,Mzimba,SL706/2021,5,7/12/2026,8/12/2021,NWRA,"2,160.00",Lupachi river,Irrigation,"25,149.96","200,000.00",No,No,,,,,,,,
Surface Water,NWRA/1516,Chamnkhwere Irrigation Scheme,Champhira,Rodgers Mwandira,,,"Box 13, Champhira",,,573762,8631612,Mzimba,SL707/2021,5,7/12/2026,8/12/2021,NWRA,"2,592.00",Chamnkhwere stream,Irrigation,"30,179.95","200,000.00",,,,,,,,,,
Surface Water,NWRA/1517,Mchilandeka Irrigation Scheme,Zuze Vg. TA Kaphuka,Fostala Chingapa,995414528,,"Box 60, Dedza",,,,,Dedza,SL709/2021,5,7/12/2026,8/12/2021,NWRA,6,Linthipe river,Irrigation,"10,000.00","200,000.00",No,No,No,,,,,,,
Surface Water,NWRA/1518,Mvula Irrigation Scheme,Mvula Vg. TA Kaphuka,Savelo Kulinji,0999043349/ 0998136851,,"C/O Katawa FP School,Box 92, Dedza",,,625278,8436211,Dedza,SL710/2021,5,7/12/2026,8/12/2021,NWRA,17,Linthipe river,Irrigation,"10,000.00","200,000.00",No,No,No,,,,,,,
Surface Water,NWRA/1519,Molokera Irrigation Scheme,Zuze Vg. TA Kaphuk,Haswell Chigadula,886233569,,"Box 60, Dedza",,,634452,8410002,Dedza,SL711/2021,5,7/12/2026,8/12/2021,NWRA,14,Linthipe river,Irrigation,"10,000.00","200,000.00",No,No,No,,,,,,,
Surface Water,NWRA/1520,Umodzi Irrigation Scheme,Lamusteni Vg. TA Kaphuka,Elisa Chaola,993407920,,"Box 177, Dedza",,,,,Dedza,SL712/2021,5,7/12/2026,8/12/2021,NWRA,9.4,Linthipe river,Irrigation,"10,000.00","200,000.00",No,No,No,,,,,,,
Surface Water,NWRA/1521,Ngoni Irrigation Scheme,Salirane Vg. TA Kaphuka,Yosefe Domingo,993955828,,"Box 177, Dedza",,,,,Dedza,SL713/2021,5,7/12/2026,8/12/2021,NWRA,10,Linthipe river,Irrigation,"10,000.00","200,000.00",No,No,No,,,,,,,
Surface Water,NWRA/1522,Chimtundudza Irrigation Scheme,Zuze Vg. TA Kaphuk,Godeni Chinomba,992065355,,"Box 60, Dedza",,,,,Dedza,SL714/2021,5,7/12/2026,8/12/2021,NWRA,9,Linthipe river,Irrigation,"10,000.00","200,000.00",No,No,No,,,,,,,
Surface Water,NWRA/1523,Chigumukire Irrigation Scheme,Mndende Vg. TA Chauma,Kapiya Lazalo,,,C/O Kakolo Primary Sch. Dedza,,,625747,8437743,Dedza,SL715/2021,5,7/12/2026,8/12/2021,NWRA,17,Kakolo River,Irrigation,"10,000.00","200,000.00",No,No,No,,,,,,,
Surface Water,NWRA/1524,Dowa Dambo WUA (Nansanje),Kabwinja Vg. TA Chakhaza,,,,"C/O Nambamba Primary Sch. Box 52, Madisi",,,563433,8510344,Dowa,SL716/2021,5,7/12/2026,8/12/2021,NWRA,"4,536.00",Nansanje Dam,Irrigation,"74,949.21","200,000.00",No,No,No,,,,,,,
Surface Water,NWRA/1525,Dowa Dambo W UA (Kawerawera),Babanga Vg. TA Dzoole,,,,"C/O Simbi Primary Sch. Box 6, Mponela",,,567059,8513724,Dowa,SL717/2021,5,7/12/2026,8/12/2021,NWRA,"6,437.00",Kawerawera Dam,Irrigation,"10,000.00","200,000.00",,,,,,,,,,
Surface Water,NWRA/1526,Girach Farms ,Mrs. Ayaaz Girach,,0999971700/ 0888283000 ,cable@girach.com,"PO Box 51396, Limbe",,,722992,8428256,Mangochi,SL24/2022,5,,25/3/2021,NWRA,50,Lake Malawi,Irrigation,"10,000.00","200,000.00",No,No,No,,,,,,,
Surface Water,NWRA/1527,"Club Makokola, 1992 Limited","Makokola Village, T/A Mponda",Alessandra Bizzaro,01580772/ 01580772244,admin@makokola.com,"PO Box 59, Mangochi",,,730343,8417724,Mangochi,SL5/2022,5,24/3/2027,25/3/2022,NWRA,70,Lake Malawi,Domestic,"1,000.00", N/A ,,,,,,,,,,
Surface Water,NWRA/1527,"Club Makokola, 1992 Limited","Makokola Village, T/A Mponda",Alessandra Bizzaro,,,,,,,,,,,,,,635,,Irrigation,"10,000.00",,,,,,,,,,,
Surface Water,NWRA/1527,"Club Makokola, 1992 Limited","Makokola Village, T/A Mponda",Alessandra Bizzaro,,,,,,,,,,,,,,15,,Laundry,"10,000.00",,,,,,,,,,,
Surface Water,NWRA/1527,"Club Makokola, 1992 Limited","Makokola Village, T/A Mponda",Alessandra Bizzaro,,,,,,730343,8417724,Mangochi,SL4/2022,5,24/3/2027,25/3/2022,NWRA,315,Lake Malawi,Irrigation,"10,000.00",,,,,,,,,,,
